"pred_type","pred_comm_name","pred_species","ocean","region","area","reference","prey_species","prey_comm_name","n_data","years","season","year1","month1","month_name1","year2","month2","month_name2","method_length","method_diet","comment","n_samples","pred_stage1","pred_stage2","prey_mm_min","prey_mm_max","prey_mm_range","prey_mm_med","prey_mm_avg","prey_mm_sd","prop_diet_by_wt","prop_diet_by_wt_type","prop_diet_by_n","prop_diet_by_energy","prop_diet_by_occur","prop_diet_by_occur_sd","prop_diet_by_index"
"sea birds","Heermann gull","Larus heermanni","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","NO","1992",NA,1992,NA,NA,1992,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA
"sea birds","Heermann gull","Larus heermanni","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","NO","1996",NA,1996,NA,NA,1996,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA
"sea birds","Heermann gull","Larus heermanni","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","NO","1997",NA,1997,NA,NA,1997,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"sea birds","Heermann gull","Larus heermanni","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","NO","2004",NA,2004,NA,NA,2004,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA
"sea birds","Heermann gull","Larus heermanni","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","NO","2005",NA,2005,NA,NA,2005,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Markaida et al. 2008","Engraulis mordax","Northern anchovy","NO","2005-2007",NA,2005,NA,NA,2007,NA,NA,"otolith length/standard length regressions","stomach sampling",NA,249,NA,"mantlelengthrange27cm-42cm",35,80.6,"35-80.6",NA,46.8,12.2,3.8,NA,7.1,NA,12.9,NA,NA
"sea birds","California brown pelican","Pelecanus occidentalis californicus","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","YES","1992",NA,1992,NA,NA,1992,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA
"sea birds","California brown pelican","Pelecanus occidentalis californicus","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","YES","1996",NA,1996,NA,NA,1996,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA
"sea birds","California brown pelican","Pelecanus occidentalis californicus","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","YES","1997",NA,1997,NA,NA,1997,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
"sea birds","California brown pelican","Pelecanus occidentalis californicus","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","YES","2004",NA,2004,NA,NA,2004,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA
"sea birds","California brown pelican","Pelecanus occidentalis californicus","NE Pacific","Gulf of California","Gulf of California","Velarde et al. 2015","Engraulis mordax","Northern anchovy","YES","2005",NA,2005,NA,NA,2005,NA,NA,NA,"regurgitation samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA,NA,NA,NA
"bony fishes","Pacific chub mackerel","Scomber japonicus","NE Pacific","Gulf of California","Gulf of California","Molina et al. 1996","Engraulis mordax","Northern anchovy","YES","1993-1994","Aug-Sep",1993,8,"Aug",1994,9,"Sep",NA,"stomach sampling","anchovy larvae",NA,NA,NA,6,50,"6-50",NA,NA,NA,43,"Vol",NA,NA,100,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","Gulf of California","Gulf of California","Garcia-Rodriguez and Aurioles-Gamboa 2004","Engraulis mordax","Northern anchovy","YES","1995-1996","Jun-May",1995,6,"Jun",1996,5,"May",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,5.05,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","Gulf of California","Gulf of California","Mellinkelal 2005","Engraulis mordax","Northern anchovy","YES","1998","Jul",1998,7,"Jul",1998,7,"Jul",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","Gulf of California","Gulf of California","Mellinkelal 2005","Engraulis mordax","Northern anchovy","YES","1999","Mar",1999,3,"Mar",1999,3,"Mar",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,NA,NA,NA,NA
"pinnipeds","California sea lion","Zalophus californianus","NE Pacific","Gulf of California","Gulf of California","Garcia-Rodriguez and Aurioles-Gamboa 2004","Merluccius productus","Pacific hake","YES","1995-1996","Jun-May",1995,6,"Jun",1996,5,"May",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,NA,2.94,NA,NA
"cartilaginous fishes","Smooth hammerhead shark","Sphyrna zygaena","NE Pacific","Gulf of California","Gulf of California","Aguilar Castro 2003","Scomber japonicus","Pacific chub mackerel","NO","2001-2002","Jan-Jul",2001,1,"Jan",2002,7,"Jul",NA,"stomach sampling",NA,NA,"juvenile","juvenile-female",NA,NA,NA,NA,NA,NA,12.11,NA,4.63,NA,11.11,NA,NA
"cartilaginous fishes","Smooth hammerhead shark","Sphyrna zygaena","NE Pacific","Gulf of California","Gulf of California","Aguilar Castro 2003","Scomber japonicus","Pacific chub mackerel","NO","2001-2002","Jan-Jul",2001,1,"Jan",2002,7,"Jul",NA,"stomach sampling",NA,NA,"juvenile","juvenile-male",NA,NA,NA,NA,NA,NA,26.84,NA,6.16,NA,11.11,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Ehrhardt 1991","Scomber japonicus","Pacific chub mackerel","NO","1980","May",1980,5,"May",1980,5,"May",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Ehrhardt 1991","Scomber japonicus","Pacific chub mackerel","NO","1980","Jun",1980,6,"Jun",1980,6,"Jun",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Ehrhardt 1991","Scomber japonicus","Pacific chub mackerel","NO","1980","Jul",1980,7,"Jul",1980,7,"Jul",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Ehrhardt 1991","Scomber japonicus","Pacific chub mackerel","NO","1980","Aug",1980,8,"Aug",1980,8,"Aug",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","Gulf of California","Gulf of California","Ehrhardt 1991","Scomber japonicus","Pacific chub mackerel","NO","1980","Sep",1980,9,"Sep",1980,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"cetaceans","Short-beaked common dolphin","Delphinus delphis","NE Pacific","California","CA","Osnes-Erie 1999","Scomber japonicus","Pacific chub mackerel","YES","1975-1993",NA,1975,NA,NA,1993,NA,NA,NA,"stomach sampling-straned",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA
"cetaceans","Short-beaked common dolphin","Delphinus delphis","NE Pacific","California","CA","Osnes-Erie 1999","Sardinops sagax","Pacific sardine","YES","1975-1993",NA,1975,NA,NA,1993,NA,NA,NA,"stomach sampling-straned",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA
"cetaceans","Short-beaked common dolphin","Delphinus delphis","NE Pacific","California","CA","Osnes-Erie 1999","Doryteuthis opalescens","California market squid","YES","1975-1993",NA,1975,NA,NA,1993,NA,NA,NA,"stomach sampling-straned",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.79,NA,NA,NA,NA
"cetaceans","Short-beaked common dolphin","Delphinus delphis","NE Pacific","California","CA","Osnes-Erie 1999","Merluccius productus","Pacific hake","YES","1975-1993",NA,1975,NA,NA,1993,NA,NA,NA,"stomach sampling-straned",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.88,NA,NA,NA,NA
"cetaceans","Short-beaked common dolphin","Delphinus delphis","NE Pacific","California","CA","Osnes-Erie 1999","Engraulis mordax","Northern anchovy","YES","1975-1993",NA,1975,NA,NA,1993,NA,NA,NA,"stomach sampling-straned",NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.15,NA,NA,NA,NA
"cetaceans","Long-beaked common dolphin","Delphinus capensis","NE Pacific","California","CA","Osnes-Erie 1999","Scomber japonicus","Pacific chub mackerel","YES","1978-1994",NA,1978,NA,NA,1994,NA,NA,NA,"stomach sampling-straned",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
"cetaceans","Long-beaked common dolphin","Delphinus capensis","NE Pacific","California","CA","Osnes-Erie 1999","Sardinops sagax","Pacific sardine","YES","1978-1994",NA,1978,NA,NA,1994,NA,NA,NA,"stomach sampling-straned",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.38,NA,NA,NA,NA
"cetaceans","Long-beaked common dolphin","Delphinus capensis","NE Pacific","California","CA","Osnes-Erie 1999","Doryteuthis opalescens","California market squid","YES","1978-1994",NA,1978,NA,NA,1994,NA,NA,NA,"stomach sampling-straned",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.94,NA,NA,NA,NA
"cetaceans","Long-beaked common dolphin","Delphinus capensis","NE Pacific","California","CA","Osnes-Erie 1999","Merluccius productus","Pacific hake","YES","1978-1994",NA,1978,NA,NA,1994,NA,NA,NA,"stomach sampling-straned",NA,35,NA,NA,NA,NA,NA,NA,167.5,NA,NA,NA,51.91,NA,NA,NA,NA
"cetaceans","Long-beaked common dolphin","Delphinus capensis","NE Pacific","California","CA","Osnes-Erie 1999","Engraulis mordax","Northern anchovy","YES","1978-1994",NA,1978,NA,NA,1994,NA,NA,NA,"stomach sampling-straned",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.01,NA,NA,NA,NA
"bony fishes","Lingcod","Ophiodon elongatus","NE Pacific","Oregon","OR","Tinus 2012","Doryteuthis opalescens","California market squid","YES","2003-2005","Jul-Oct",2003,7,"Jul",2005,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA
"bony fishes","Lingcod","Ophiodon elongatus","NE Pacific","Oregon","OR","Tinus 2012","Engraulis mordax","Northern anchovy","YES","2003-2005","Jul-Oct",2003,7,"Jul",2005,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA
"bony fishes","Lingcod","Ophiodon elongatus","NE Pacific","Oregon","OR","Tinus 2012","Merluccius productus","Pacific hake","YES","2003-2005","Jul-Oct",2003,7,"Jul",2005,10,"Oct",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,NA,NA,NA,NA
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","California","Monterrey Bay","Bigman 2013","Sardinops sagax","Pacific sardine","NO","2004-2005","Jan",2004,1,"Jan",2005,1,"Jan",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","California","Monterrey Bay","Bigman 2013","Merluccius productus","Pacific hake","NO","2004-2005","Jan",2004,1,"Jan",2005,1,"Jan",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Spotted spiny dogfish","Squalus suckleyi","NE Pacific","California","Monterrey Bay","Bigman 2013","Engraulis mordax","Northern anchovy","NO","2004-2005","Jan",2004,1,"Jan",2005,1,"Jan",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Silky shark","Carcharhinus falciformis","NE Pacific","Mexico","Punta Lobos/Baja Cal","Cabrera-Chavez-Costa et al. 2010","Scomber japonicus","Pacific chub mackerel","NO","2000-2002","Jul-Nov",2000,7,"Jul",2002,11,"Nov",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
"cartilaginous fishes","Silky shark","Carcharhinus falciformis","NE Pacific","Mexico","Punta Belcher/Baja Cal","Cabrera-Chavez-Costa et al. 2010","Scomber japonicus","Pacific chub mackerel","NO","2000-2002","Jul-Nov",2000,7,"Jul",2002,11,"Nov",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA
"bony fishes","Indo-Pacific sailfish","Istiophorus platypterus","NE Pacific","Mexico","Baja California/Gulf of California","Rosas-Alayola et al. 2002.pdf","Scomber japonicus","Pacific chub mackerel","NO","1989-1991","Jul-Nov",1989,7,"Jul",1991,11,"Nov",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA
"bony fishes","Pacific bluefin tuna","Thunnus orientalis","NE Pacific","CA/Mexico","CA/Baja Cal","Pinkas et al. 1971","Scomber japonicus","Pacific chub mackerel","NO","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA
"bony fishes","Pacific bluefin tuna","Thunnus orientalis","NE Pacific","CA/Mexico","CA/Baja Cal","Pinkas et al. 1971","Engraulis mordax","Northern anchovy","NO","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.99,NA,NA,NA,NA,NA,NA
"bony fishes","Pacific bluefin tuna","Thunnus orientalis","NE Pacific","CA/Mexico","CA/Baja Cal","Pinkas et al. 1971","Doryteuthis opalescens","California market squid","NO","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,NA,NA
"bony fishes","California halibut","Paralichthys californicus","NE Pacific","California","CA","Plummer et al. 1983","Engraulis mordax","Northern anchovy","NO","1981-1982","Mar",1981,3,"Mar",1982,3,"Mar",NA,"stomach sample",NA,16,NA,NA,NA,NA,NA,NA,NA,NA,81.6,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","North Shore","Nelson et al. 2003","Clupea harengus","Atlantic herring","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Cape Cod Bay","Nelson et al. 2003","Clupea harengus","Atlantic herring","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Gulf of Maine","Nelson et al. 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,"juvenile+adult","standardlengthrange370-985mm",20,145,"20-145",NA,62,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","North Shore","Nelson et al. 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,"juvenile+adult","standardlengthrange370-985mm",NA,NA,NA,NA,NA,NA,22.6,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Cape Cod Bay","Nelson et al. 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,"juvenile+adult","standardlengthrange370-985mm",NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Nantucket Sound","Nelson et al. 2003","Brevoortia tyrannus","Atlantic menhaden","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,"juvenile+adult","standardlengthrange370-985mm",NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","North Shore","Nelson et al. 2003","Scomber scombrus","Atlantic mackerel","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Cape Cod Bay","Nelson et al. 2003","Scomber scombrus","Atlantic mackerel","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","North Shore","Nelson et al. 2003","Illex illecebrosus","Northern shortfin squid","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Cape Cod Bay","Nelson et al. 2003","Illex illecebrosus","Northern shortfin squid","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Striped bass","Morone saxatilis","NW Atlantic","Gulf of Maine","Nantucket Sound","Nelson et al. 2003","Illex illecebrosus","Northern shortfin squid","YES","1997-2000","Jun-Sep",1997,6,"Jun",2000,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy",19.4,74.2,"19.4-74.2",NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy",NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Southern New England","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy spring-spawned",NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake-Delaware","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy spring-spawned",NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Southern New England","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy spring-spawned",NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake-Delaware","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy spring-spawned",NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","South of Chesapeake","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy spring-spawned",NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Southern New England","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy summer-spawning",NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake-Delaware","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy summer-spawning",NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Southern New England","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","yoy summer-spawning",NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Georges Bank","Buckel et al. 1999b","Clupea harengus","Atlantic herring","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"adult","adult",NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Georges Bank","Buckel et al. 1999b","Clupea harengus","Atlantic herring","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"adult","adult",NA,NA,NA,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Hatteras-Montauk","Buckel et al. 1999b","Clupea harengus","Atlantic herring","YES","1995",NA,1995,NA,NA,1995,NA,NA,NA,"stomach sampling",NA,NA,"adult","adult",NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Hatteras-Montauk","Buckel et al. 1999b","Scomber scombrus","Atlantic mackerel","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"adult","adult",NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA
"bony fishes","Bluefish","Pomatomus saltatrix","NW Atlantic","Chesapeake Bay","Chesapeake Bay","Buckel et al. 1999b","Doryteuthis pealeii","Longfin inshore squid","YES","1994",NA,1994,NA,NA,1994,NA,NA,NA,"stomach sampling",NA,NA,"adult","adult",22.5,104.2,"22.5-104.2",NA,58.5,21.9,NA,NA,NA,NA,NA,NA,NA
