"stocklong","stocklong_orig","reference","year","year_orig","n","n_units","catch"
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1930,1930,2023.7974,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1936,1936,3647.5622,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1938,1938,4461938,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1946,1946,6080.7159,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1947,1947,3826.8723,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1958,1958,12193.9546,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1959,1959,15059.6642,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1961,1961,18736.714,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1964,1964,34490.2021,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1965,1965,16885.5051,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1969,1969,17081.2934,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1970,1970,18102.5156,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1975,1975,35898.0141,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1976,1976,42241.0821,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1977,1977,38349.8142,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1992,1992,54894.4784,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1993,1993,63488.5713,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1994,1994,77608.9714,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1995,1995,97051.0007,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1996,1996,80879.2669,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1997,1997,91725.0351,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1998,1998,50172.79,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",1999,1999,95404.9035,"abundance (total)",NA
"California sea lion Southern SCB [abundance (total)]","California Sea Lion Total Counts Southern SCB","Lowry and Maravilla 2005",2000,2000,120780,"abundance (total)",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1986,1986,31517,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1987,1987,35524,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1988,1988,32429,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1990,1990,43552,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1991,1991,35573,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1992,1992,32923,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1993,1993,44476,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1995,1995,69803,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1996,1996,65820,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1997,1997,61394,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1998,1998,53415,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",1999,1999,59199,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",2000,2000,54328,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",2001,2001,68545,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",2002,2002,104513,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",2003,2003,107189,"breeding adults",NA
"Common guillemot Southeast Farallons Island [breeding adults]","Common Murre Breeding Adults South East Farallons Island","Lee et al. 2008",2004,2004,169790,"breeding adults",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1987,1987,51.4,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1988,1988,58.5,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1989,1989,70.2,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1990,1990,68.4,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1991,1991,58.3,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1992,1992,52.3,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1993,1993,53.3,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1994,1994,60.2,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1996,1996,39,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1997,1997,55.4,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1998,1998,45,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",1999,1999,47.1,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",2000,2000,46.9,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",2001,2001,41.1,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",2002,2002,40.2,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",2003,2003,32.1,"population index",NA
"Common guillemot UU Colony, Farallons Island [population index]","Common Murre Population Index UUColony_Farallons Island","Lee et al. 2008",2004,2004,41.4,"population index",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1959,1959,29,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1960,1960,37,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1962,1962,54,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1966,1966,79,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1979,1979,450,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1980,1980,607,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1981,1981,861,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1982,1982,801,"breeding pairs",NA
"Elegant tern San Diego Bay [breeding pairs]","Elegant Tern Breeding Pairs San Diego Bay","Schaffner 1986",1983,1983,437,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1980,1980,15141,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1981,1981,16532,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1982,1982,17922,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1983,1983,20262,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1984,1984,21654,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1985,1985,24938,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1986,1986,14026,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1987,1987,27249,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1988,1988,29114,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1989,1989,30032,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1990,1990,24326,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1991,1991,29977,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1992,1992,19064,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1993,1993,21877,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1994,1994,35570,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1995,1995,34124,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1996,1996,46873,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1997,1997,68138,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1998,1998,0,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",1999,1999,63821,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",2000,2000,94079,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",2001,2001,49572,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",2002,2002,84086,"breeding pairs",NA
"Elegant tern Isla Rasa [breeding pairs]","Elegant Tern Breeding Pairs Isla Rasa","Velarde et al. 2015",2003,2003,1724,"breeding pairs",NA
