sort_cmf,sort_orig,country,location_orig,location,pred_common,pred_scientific,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
335,323,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Atlantic herring (spring spawning),Clupea harengus,,,41.2,"chicks, by weight",
336,324,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Sandeel spp.,Ammodytidae spp.,,,14.6,"chicks, by weight",
337,325,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Blue whiting,Micromesistius poutassou,,,5.5,"chicks, by weight",
338,66,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1992,1992,52360,apparently occupied burrows,,,,,,,
339,67,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1993,1993,45760,apparently occupied burrows,,,,,,,
340,68,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1994,1994,46560,apparently occupied burrows,,,,,,,
341,69,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1995,1995,46680,apparently occupied burrows,,,,,,,
342,70,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1996,1996,41840,apparently occupied burrows,,,,,,,
343,332,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Atlantic herring (spring spawning),Clupea harengus,52.1,,,"mean, and not specificed adult or chicks",
344,333,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Sandeel spp.,Ammodytidae spp.,80.4,,,"mean, and not specificed adult or chicks",
345,334,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Whiting,Merlangius merlangus,84.1,,,"mean, and not specificed adult or chicks",
346,71,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1997,1997,52480,apparently occupied burrows,,,,,,,
347,72,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1998,1998,43040,apparently occupied burrows,,,,,,,
348,73,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,1999,1999,41880,apparently occupied burrows,,,,,,,
349,74,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2000,2000,41520,apparently occupied burrows,,,,,,,
350,75,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2001,2001,37520,apparently occupied burrows,,,,,,,
351,76,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2002,2002,31880,apparently occupied burrows,,,,,,,
352,77,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2003,2003,33840,apparently occupied burrows,,,,,,,
353,326,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2004,2004,,,Atlantic herring (spring spawning),Clupea harengus,62.1,,70.5,"% chicks, by weight, size=mean, and not specificed adult or chicks",
354,327,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2004,2004,,,Sandeel spp.,Ammodytidae spp.,92.4,,8,"% chicks, by weight, size=mean, and not specificed adult or chicks",
355,328,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2004,2004,,,Blue whiting,Micromesistius poutassou,45.3,,0.6,"% chicks, by weight, size=mean, and not specificed adult or chicks",
356,78,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2004,2004,35600,apparently occupied burrows,,,,,,,
357,329,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2005,2005,,,Atlantic herring (spring spawning),Clupea harengus,34.8,,20.9,"% chicks, by weight, size=mean, and not specificed adult or chicks",
358,330,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2005,2005,,,Sandeel spp.,Ammodytidae spp.,45,,0.1,"% chicks, by weight, size=mean, and not specificed adult or chicks",
359,331,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,"% Anker-Nilssen and Aarvak 2006 Tabell 3.2, size=Tabell 3.4",2005,2005,,,Blue whiting,Micromesistius poutassou,62.2,,6.4,"% chicks, by weight, size=mean, and not specificed adult or chicks",
360,79,Norway,Hernyken,Hernyken,Atlantic puffin,Fratercula arctica,Hernyken Atlantic puffin,,Anker-Nilssen and Aarvak 2006 Tabell 3.1,2005,2005,36080,apparently occupied burrows,,,,,,,
361,771,Norway,Norwegian Sea,Norwegian Sea,Common minke whale,Balaenoptera acutorostrata,Norwegian Sea Common minke whale,,Olsen and Holst 2001,1999-2000,2000,,,Atlantic herring (spring spawning),Clupea harengus,,,100,relative contribution by weight,
362,341,Norway,Rost,Rost,Atlantic puffin,Fratercula arctica,Rost Atlantic puffin,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,4.09,"chicks, frequency of occurrence",
363,342,Norway,Rost,Rost,Atlantic puffin,Fratercula arctica,Rost Atlantic puffin,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,61.92,"chicks, frequency of occurrence",
364,336,Norway,Rost,Rost,Black-legged kittiwake,Rissa tridactyla,Rost Black-legged kittiwake,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,34.22,"adults, by mass",
365,337,Norway,Rost,Rost,Common guillemot,Uria aalge,Rost Common guillemot,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,36.21,"chicks, frequency of occurrence",
366,338,Norway,Rost,Rost,Common guillemot,Uria aalge,Rost Common guillemot,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring,Clupea harengus,,,3.2,"chicks, frequency of occurrence",
367,335,Norway,Rost,Rost,European shag,Phalacrocorax aristotelis,Rost European shag,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,13.05,"adults, by mass",
368,339,Norway,Rost,Rost,Razorbill,Alca torda,Rost Razorbill,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,51.57,"chicks, frequency of occurrence",
369,340,Norway,Rost,Rost,Razorbill,Alca torda,Rost Razorbill,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,20.06,"chicks, frequency of occurrence",
370,80,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1979.0247,1979,24937.785,occupied nests,,,,,,,
371,81,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1980.0358,1980,24079.082,occupied nests,,,,,,,
372,82,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1981.0038,1981,20363.6,occupied nests,,,,,,,
373,83,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1982.0148,1982,19341.646,occupied nests,,,,,,,
374,84,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1982.9454,1983,16728.152,occupied nests,,,,,,,
375,85,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1983.9565,1984,15787.824,occupied nests,,,,,,,
376,86,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1988.0085,1988,17250.445,occupied nests,,,,,,,
377,87,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1989.0604,1989,17575.225,occupied nests,,,,,,,
378,88,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1989.9972,1990,19042.932,occupied nests,,,,,,,
379,89,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1991.0066,1991,17000.678,occupied nests,,,,,,,
380,90,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1992.0966,1992,16754.025,occupied nests,,,,,,,
381,91,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1993.0356,1993,19772.588,occupied nests,,,,,,,
382,92,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1994.046,1994,18383.328,occupied nests,,,,,,,
383,93,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1995.0145,1995,15035.154,occupied nests,,,,,,,
384,94,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1996.0658,1996,14951.813,occupied nests,,,,,,,
385,95,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1997.0396,1997,15072.66,occupied nests,,,,,,,
386,96,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1998.0892,1998,13928.208,occupied nests,,,,,,,
387,97,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,1999.0665,1999,16497.775,occupied nests,,,,,,,
388,98,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2000.0388,2000,15639.134,occupied nests,,,,,,,
389,99,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2001.049,2001,14086.625,occupied nests,,,,,,,
390,100,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2001.9818,2002,12942.363,occupied nests,,,,,,,
391,101,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2003.0328,2003,12654.963,occupied nests,,,,,,,
392,102,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2004.1212,2004,11347.198,occupied nests,,,,,,,
393,103,Norway,Vedoy,Vedoy,Black-legged kittiwake,Rissa tridactyla,Vedoy Black-legged kittiwake,,Anker-Nilssen and Aarvak 2006,2005.0183,2005,12284.413,occupied nests,,,,,,,
394,542,Peru,4-10S,4-10S,Chub mackerel,Scomber japonicus,4-10S Chub mackerel,Jul-Nov,Konchina 1982 pdf p8,1972,1972,,,Anchoveta,Engraulis ringens,70,,,max size,size is for mackerel yearlings (up to 30cm)
395,459,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1951,1951,63700,t,,,,,,,
396,460,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1952,1952,64600,t,,,,,,,
397,461,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1953,1953,64400,t,,,,,,,
398,462,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1954,1954,61100,t,,,,,,,
399,463,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Vildoso 1955 in Muck and Pauly pdf p270,1955,1955,52200,t,Anchoveta,Engraulis ringens,,,76,,
400,464,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1956,1956,51200,t,,,,,,,
401,465,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1957,1957,55600,t,,,,,,,
402,466,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1958,1958,52600,t,,,,,,,
403,467,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1959,1959,47800,t,,,,,,,
404,468,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1960,1960,45600,t,,,,,,,
405,469,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1961,1961,46200,t,,,,,,,
406,470,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1962,1962,50300,t,,,,,,,
407,471,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1963,1963,45800,t,,,,,,,
408,472,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1964,1964,48700,t,,,,,,,
409,473,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1965,1965,44000,t,,,,,,,
410,474,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1966,1966,39900,t,,,,,,,
411,475,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Canal 1974  in Muck and Pauly pdf p270,1967,1967,28700,t,Anchoveta,Engraulis ringens,,,77-85,,
412,476,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Canal 1974  in Muck and Pauly pdf p270,1968,1968,19500,t,Anchoveta,Engraulis ringens,,,77-85,,
413,477,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Canal 1974  in Muck and Pauly pdf p270,1969,1969,16900,t,Anchoveta,Engraulis ringens,,,77-85,,
414,478,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1970,1970,19700,t,,,,,,,
415,479,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Canal 1974  in Muck and Pauly pdf p270,1971,1971,21100,t,Anchoveta,Engraulis ringens,,,77-85,,
416,480,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,#-Muck and Pauly 1987 Table 1 p 251; % from Canal 1974  in Muck and Pauly pdf p270,1972,1972,18700,t,Anchoveta,Engraulis ringens,,,77-85,,
417,481,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1973,1973,10700,t,,,,,,,
418,482,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1974,1974,4100,t,,,,,,,
419,483,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1975,1975,1300,t,,,,,,,
420,484,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1977,1977,1200,t,,,,,,,
421,485,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1978,1978,1300,t,,,,,,,
422,486,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1979,1979,1400,t,,,,,,,
423,487,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1980,1980,1700,t,,,,,,,
424,488,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1981,1981,2700,t,,,,,,,
425,489,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1982,1982,3500,t,,,,,,,
426,490,Peru,4-14S,4-14S,Eastern Pacific bonito,Sarda chiliensis chiliensis,4-14S Eastern Pacific bonito,,Muck and Pauly 1987 Table 1 p 251,1983,1983,4200,t,,,,,,,
427,365,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1953,1953,13821666.67,population of adults,,,,,,,monthly values averaged
428,366,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,#-Muck and Pauly 1987 Table 3; size=Muck and Pauly 1987 Figure 1,1954,1954,21275000,population of adults,Anchoveta,Engraulis ringens,122.95,,,bolus,"monthly values averaged, size=weighted mean"
429,367,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,#-Muck and Pauly 1987 Table 3; size=Muck and Pauly 1987 Figure 1,1955,1955,20806666.67,population of adults,Anchoveta,Engraulis ringens,122.95,,,bolus,"monthly values averaged, size=weighted mean"
430,368,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,#-Muck and Pauly 1987 Table 3; size=Muck and Pauly 1987 Figure 1,1956,1956,17780833.33,population of adults,Anchoveta,Engraulis ringens,122.95,,,bolus,"monthly values averaged, size=weighted mean"
431,369,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,#-Muck and Pauly 1987 Table 3; size=Muck and Pauly 1987 Figure 1,1957,1957,9131666.667,population of adults,Anchoveta,Engraulis ringens,122.95,,,bolus,"monthly values averaged, size=weighted mean"
432,370,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,#-Muck and Pauly 1987 Table 3; size=Muck and Pauly 1987 Figure 1,1958,1958,6332500,population of adults,Anchoveta,Engraulis ringens,122.95,,,bolus,"monthly values averaged, size=weighted mean"
433,371,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1959,1959,11223333.33,population of adults,,,,,,,monthly values averaged
434,372,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1960,1960,10960833.33,population of adults,,,,,,,monthly values averaged
435,373,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1961,1961,13506666.67,population of adults,,,,,,,monthly values averaged
436,374,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1962,1962,13043333.33,population of adults,,,,,,,monthly values averaged
437,375,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1963,1963,10850000,population of adults,,,,,,,monthly values averaged
438,376,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1964,1964,13270833.33,population of adults,,,,,,,monthly values averaged
439,377,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1965,1965,3858333.333,population of adults,,,,,,,monthly values averaged
440,378,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1966,1966,2273333.333,population of adults,,,,,,,monthly values averaged
441,379,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,"#-Muck and Pauly 1987 Table 3; %-from Jordan 1967, Avila 1954 in Muck and Pauly 1987 Table 1",1967,1967,2815833.333,population of adults,Anchoveta,Engraulis ringens,,,96,,monthly values averaged; 
442,380,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1968,1968,2983333.333,population of adults,,,,,,,monthly values averaged
443,381,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1969,1969,1906666.667,population of adults,,,,,,,monthly values averaged
444,382,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1970,1970,2085833.333,population of adults,,,,,,,monthly values averaged
445,383,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1971,1971,3015833.333,population of adults,,,,,,,monthly values averaged
446,384,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1972,1972,1084166.667,population of adults,,,,,,,monthly values averaged
447,385,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1973,1973,703333.3333,population of adults,,,,,,,monthly values averaged
448,386,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1974,1974,755833.3333,population of adults,,,,,,,monthly values averaged
449,387,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1975,1975,1033333.333,population of adults,,,,,,,monthly values averaged
450,388,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1976,1976,887500,population of adults,,,,,,,monthly values averaged
451,389,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1977,1977,1134166.667,population of adults,,,,,,,monthly values averaged
452,390,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1978,1978,1109166.667,population of adults,,,,,,,monthly values averaged
453,391,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1979,1979,1765833.333,population of adults,,,,,,,monthly values averaged
454,392,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1980,1980,2083333.333,population of adults,,,,,,,monthly values averaged
455,393,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1981,1981,2776666.667,population of adults,,,,,,,monthly values averaged
456,394,Peru,6-14S,6-14S,Guanay cormorant,Phalacrocorax bougainvillii,6-14S Guanay cormorant,,Muck and Pauly 1987 Table 3,1982,1982,3135833.333,population of adults,,,,,,,monthly values averaged
457,395,Peru,6-14S,6-14S,Peruvian booby,Sula variegate,6-14S Peruvian booby,,Muck and Pauly 1987 Table 4,1953,1953,1991666.667,population of adults,,,,,,,monthly values averaged
